Marshes	湿地帯
could you help us	資金援助をおねがいしたい」
with a donation?”	
“If you donate the money,	「資金援助してもらえば
we can hire the soldiers	その資金で兵を雇い神羅の攻撃を防げる」
and block Shinra's attack.”	
“We know what we're asking is selfish.	「ものすごく勝手なことを言っているのは
We sent our wives and children	じゅうぶん承知している」
to another village,	「母親たちと子どもたちは、別の村へ移した。
But, we're resigned to stay.”	私たちも、かくごはできている」
“Let's get back to basics.	「話を元へもどそう。
If the enemy reaches this shed,	もしこの小屋に敵が進入したときには
you'll have to fight them off	君たちが直接戦わなければならなくなる」
immediately.”	「まあ、１回負けたからといって
It's not the end of the world,	それで、終わりにはならないけど
but if you lose repeatedly,	何度も負けてしまうと、危険だね」
it could be dangerous.”	
“Now then, is there anything you wish to ask?”	「さて、何か聞きたいことはあるかい？」
Conditions for victory	勝利条件のこと
The enemy	敵のこと
Type of soldiers	雇える兵のこと
Funding	資金のこと
Other	その他のこと
Enough	もうじゅうぶんだ
“You can win by wiping out the enemy or	「敵を全滅させる、もしくは
killing the enemy commander.”	敵にはコマンダーと呼ばれる司令官がいるから
	そいつを倒せば、勝利だ」
“If the enemy reaches the shed,	「敵が、小屋に接触したならば
they'll attack,	ここへ乗りこまれてしまうから
and you'll have no choice	直接戦わなくてはならなくなる」
but to battle immediately.”	
“If you lose, the Condor's life	「もし直接戦って負けてしまったら
and ours…are over.”	コンドルの命も、わたしたちの命も
	消えてしまうだろう」
“You can win by wiping out the enemy or	「敵を全滅させる、もしくは
killing the enemy commander.”	敵にはコマンダーと呼ばれる司令官がいるから
	そいつを倒せば、勝利だ」
“If the enemy reaches the shed,	「敵が、小屋に接触したならば
they'll attack,	ここへ乗りこまれてしまうから
and you'll have no choice	直接戦わなくてはならなくなる」
but to battle immediately.”	
“If you lose during direct	「もし直接戦って負けてしまい
contact, and even if the enemy	魔晄炉に取り付かれても
gets to the reactor,	ある程度までならなんとかなる」
there's still a chance to win.”	
“But, it's only a slight chance,	「ある程度といったが、どれくらい耐えられるかは
and we have no idea how much	実際にやってみなくてはわからないと思う」
the reactor can endure in an attack.”	
“When we can't defend against	「耐え切れなくなったとき
the attack any longer,	コンドルの命も、私たちの命も
the Shinra will take our	魔晄炉内部のマテリアも、神羅に奪われてしまう」
lives, the Condor and	
all the Materia in the reactor.”	
“We can't use the Tristoner or	「それと、３連岩落機、爆弾投機は
Fire Catapult, because they	まだ開発中なので設置はできない」
are still not ready.”	
“The Fire Catapult is ready now,	「爆弾投機の開発が終わったので
so we can set it up.”	設置できるぞ」
“We can't use the Tristoner,	「３連岩落機、はまだ開発中なので
because it is still not ready.”	設置はできない」
“First off,	「まず、最初にやることは
we must prepare the troops.”	味方の兵を配置することだ」
“Move the cursor wherever the x mark	「カーソルを動かしてバツ印がでないところで
does not appear,	○ボタンを押すと配置決定となる」
then press [OK] to set-up.”	
“After all positions are in place,	「すべて配置したならば、×ボタンで終了する。
press [CANCEL].	これで、戦闘開始となる」
This starts the battle.”	
“Soldiers can only be arranged	「兵は最初、小屋の近くにしか配置できない。
near the shed, in the beginning.”	
“That's because if the soldiers are	遠くにいると、指示が届かなくなるからな」
too far away, they won't be able to	
follow instructions.”	
“You can only put soldiers above the	「兵を配置できるのは
horizontal line at the very bottom.”	いちばん下にいる兵の横ラインまでだ」
“Soldiers can be instructed	「兵への指示の出し方は
by pushing [ASSIST].	『セレクトボタン』でわかるから
So if any commands are unclear,	わからなくなったら、押すといい」
push it.”	
“Soldiers can report by	「兵からの報告が送られてくるが
pushing [OK]…”	○ボタンを押せば……」
“The cursor will move to	「その報告を行った兵のところまで
the soldier who made the report.”	カーソルが移動する」
“Press [CANCEL] and	「×ボタンを押せば
you'll hear the report without moving.”	移動せずに報告を聞き流せる」
“And you can bet Shinra will send	「それから、神羅は定期的に部隊を
platoons at you on a regular basis.”	送ってくる」
“It would be great if you could	「時間があるとき来てくれると
spare the time to help us…”	ちょうどいいだろう」
“But, if you really don't have time,	「どうしても、時間がないのならば
would you contribute	資金援助をたのむ」
some financial assistance?”	
“Hey, looks like they're getting	「お、ちょうどいいのが登ってきたぞ。
ready to attack right now!	手始めには、ちょうどいい数だ。
Please, any help is appreciated…”	それじゃあいっちょ、おねがいしますか」
“Whew, that was good.	「ふう、うまくいったな。
But, Shinra's troops will be back.”	しかし、神羅はかならずまたやってくる」
“Be sure and scout the area well…	「次は、いつ攻めてくるかわからないから
We don't know when they'll attack again.”	ときどき、見てきてくれよ」
“My God! They're attacking!	「しまった！
We're counting on you.”	入りこんできたぞ！
	君たち、たのんだよ」
“We made it through that one somehow.	「なんとかしのいだな。
But, Shinra'll be back.”	しかし、神羅はかならずまたやってくる」
“Be sure and scout the area well…	「次は、いつ攻めてくるかわからないから
We don't know when they'll attack again.”	ときどき、見てきてくれよ」
“Are you all right?	「大丈夫か？
Looks like a few got through.”	何匹か入りこまれたな」
“We have  allies left,	「味方は、体残ったから
so here's  gil.”	ギル返すよ」
“We have 20 allies left,	「味方は、２０体残ったから
so we'll return 4000 gil to you.”	４０００ギル返すよ」
“Hey we're a little short on money…	「おいおい、所持金が
so could you at least	ちょっと少なすぎないか？
make it  gil?”	せめて、ギルはないとな」
“Hang in there,	「後、回負けると危ないから
if we lose  more times,	がんばってくれよ」
we're in deep trouble.”	
“How are things going?	「やあ、調子はどうだい？
Seems like there's no activity	今は、神羅もおとなしいようだよ」
at Shinra.”	
“Perfect timing!	「おお、ちょうどのタイミングだ！
They're just around the corner.	もう、すぐそこまで来ているらしいぞ。
Get ready.”	準備してくれ」
Wait	まだ準備ができていない
OK, ready	準備はできている
Contribute gil	資金援助をする
Let them handle it	今回はまかせる
Hear more	説明を聞きたい
“Preparations ready?”	「もう準備はいいかい？」
Wait	まだ準備ができていない
OK, ready	準備はできている
Contribute gil	資金援助をする
Let them handle it	今回はまかせる
Hear more	説明を聞きたい
“Ready?”	「もう準備はいいかい？」
Wait	まだ準備ができていない
OK, ready	準備はできている
Hear more	説明を聞きたい
“I see, very well then.	「そうか、わかった。
Maybe, we'll fight together	次は、いっしょに戦ってくれよな」
again sometime.”	
“Sorry.	「すまない。
We only have  gil.	資金が、ギルしかないんだ。
We have to beg for your help.”	君たちにおねがいするしかないのだよ」
“We have  gil right now.”	「現在資金は
	ギル残っている」
“We need 3000 gil	「１回の戦闘で必要な資金は
for each battle.”	だいたい３０００ギルくらいだ」
“How much can you help?”	「どれくらい援助してくれるんだい？」
500 gil	５００ギル
1000 gil	１０００ギル
2000 gil	２０００ギル
3000 gil	３０００ギル
5000 gil	５０００ギル
Nothing right now	今は、やめておく
“We are very grateful,	「ありがたいのだが
but you don't have enough money.”	所持金が足りないようだぞ」
“Thanks.	「ありがとう。
This makes	これで資金は
gil.”	ギルになったよ」
“That's enough money for now.	「今は、じゅうぶんだから
If we run out, we'll ask you for more.”	足りなくなったら、また、おねがいするよ」
“How goes it?	「やあ、ひさしぶりだね。
The Shinra troops have attacked	あれから神羅が回やってきたよ。
times since you were here.”	おかげで資金がかなり減ってしまった」
“So we're getting a little short	
on funds.”	
“You're just a little too late…	「ちょっと、遅かったな。
They attacked when	つい先ほど神羅に
you weren't here.”	攻めこまれてしまったよ」
	「次はもうすこし早く
	来てくれよな」
	
“The situation has changed.	「どうやら事態が変わったらしい。
Looks like the enemy is set to attack.	奴らこれで終わりにする気らしい。
If we lose here, it's over.”	これに負けるとやばいぞ」
“Our lives are in your hands.	「おれたちの明日は君たちにたくす。
We're counting on you.”	たのんだぞ」
“…	「……
Even if you could only spare them…”	せめて彼らだけでも……」
“YES! We did it!	「やったぞ！
That was wonderful! Thank you!!	すごいよ、ありがとう！
I doubt Shinra will attack now.”	これでもう神羅も来ないだろう」
“A, arrgghh…”	「う、うわぁ……」
“There are four types of enemies.”	「敵は、４タイプいる」
Wyverns	ワイバーンについて
Beasts	ビーストについて
Barbarians	バーバリアンについて
Commanders	コマンダーについて
Anything else?	別のことを聞きたい
“Wyverns are flying types	「ワイバーンは、飛行タイプで移動速度が速い。
that can move at high speed.	したがって、岩落機や、３連岩落機は
Stoner and Tristoner	あまり、効果がない」
aren't effective against them.”	
“Beasts are monster types	「ビーストは、獣タイプで移動速度がおそい。
that do not move quickly,	そのかわりに、攻撃力が高い」
but have explosive attacking power.”	
“Barbarians are human types.	「バーバリアンは、人型タイプだ。
They attack from a distance,	間接攻撃をしてくるので、注意が必要だ」
so you've got to be on your toes.”	
“Commanders are the enemy commanders.	「コマンダーは、敵の司令官だ。
They're the ones we want to subdue,	こいつをやっつければいいのだが
but they're formidable foes.”	とにかく手強い相手だ」
“Your mobile allies are:	「味方には、移動できるタイプとして
Fighters, Attackers, Defenders,	ファイター、アタッカー、ディフェンダー
Shooters, Repairers and Workers.”	シューター、リペアラー、ワーカー、がいる」
“Your immobile allies are:	「移動できないタイプとして
Stoner, Tristoner, Catapult,	岩落機、３連岩落機、投石機
and Fire Catapult.”	爆弾投機、がある」
“Which do you want to hear about?”	「どれについて説明しよう？」
Mobile types	移動できるタイプについて
Immobile types	移動できないタイプについて
Anything else	別のことを聞きたい
“Which do you want to hear about?”	「どれについて説明しよう？」
Fighters	ファイターについて
Attackers	アタッカーについて
Defenders	ディフェンダーについて
Shooters	シューターについて
Repairers	リペアラーについて
Workers	ワーカーについて
Anything else	別のことを聞きたい
Which do you want to hear about?	「どれについて説明しよう？」
Stoners	岩落機について
Tristoners	３連岩落機について
Catapults	投石機について
Fire Catapult	爆弾投機について
Anything else	別のことを聞きたい
“Fighters are good at defending	「ファイターは、攻守にバランスがよいが
and attacking,	得意な相手、苦手な相手もいない」
but aren't especially effective	
or deficient for any enemy.”	
“Attackers move extremely fast	「アタッカーは、移動速度が速く
and are best for expanding	前線を広げるのに向いている。
the front line.”	敵ビーストにたいして強く
“They work good against enemy Beasts,	敵バーバリアンが苦手だ」
but not enemy Barbarians.”	
“Defenders have high endurance,	「ディフェンダーは、体力が高いが
but move slowly.	移動速度が遅い、拠点防御に向いている。
They're best suited for defense.”	敵バーバリアンにたいして強く
“Defenders work best against enemy	敵ワイバーンが苦手だ」
Barbarians, but not enemy Wyverns.”	
“Shooters attack from a distance,	「シューターは、間接攻撃ができる。
but have low endurance.	しかし、体力が低い。
Shooters work best against	敵ワイバーンにたいして強く
enemy Wyverns, but not enemy Beasts.”	敵ビーストが苦手だ」
“Repairers repair allied units,	「リペアラーは、味方の回復ができる。
but have little attacking power.”	しかし、攻撃力はあまりない」
“Workers set mines.	「ワーカーは、地雷を置くことができる。
Mines have strong	地雷の攻撃力は高くても
attacking power,	自分の攻撃力は低い」
but Workers don't.”	
“Mines explode when touched	「地雷は、敵がさわると爆発する
by the enemy.	爆発すると、そのまわりにいる者すべてに
The explosions will damage	ダメージを与える」
everything in the immediate area.”	
“Stoners can fire a single boulder,	「岩落機は、岩を１つ落とすことができる
causing extensive damage to	落ちている間に当たった敵すべてにダメージを
every enemy it hits.”	与えることができる」
“Tristoners can fire three boulders	「３連岩落機は、岩を同時に３つ落とすことができる
simultaneously,	落ちている間に当たった敵すべてにダメージを
causing extensive damage to	与えることができる」
every enemy they hit.”	
“Catapults shoot rocks a great distance,	「投石機は、石を遠くへ投げることができる
causing extensive damage to	落下地点にいる敵にダメージを与えられる」
every enemy they hit.”	
“Fire Catapults fire bombs	「爆弾投機は、爆弾を遠くへ投げることができる
a great distance,	爆弾の落下地点周辺の敵にダメージを与える」
causing extensive damage to	
every enemy they hit.”	
“You must pay for every weapon you set up.	「一度設置したものを、てっきょしても
Even if you decide to move it later,	設置するために使った費用があるので
you can only get back	設置に要したギルの半分しか返ってこないぞ」
half of the gil you spent.”	
“You have 10 enemies.	「今回の敵は、１０匹程度だ。
There appear to be many Beasts,	ビーストの数が多いようなので
so you may want to deploy	アタッカーを多めに配置した方が
more Attackers.”	いいかもしれないな」
“The Barbarians are mixed	「今回はバーバリアンが
during this attack.”	混ざっているようだ」
“There are more than 20.	「２０匹をこえる数がいそうだ
Set up for a balanced-attack	バランスよく配置しないと危ないぞ」
or we'll be in trouble.”	
“A strong unit's on their way.	「かなりの部隊が来ている
Looks like around 30.”	３０匹くらいいるだろう」
“They'll probably climb up here	「いろいろなルートで
using various routes.	登ってくるだろうから
Better be careful or	気をつけないと危ないぞ」
we'll be in trouble.”	
“And make sure to deploy	「それと、爆弾投機が使えるぞ」
Fire Catapults.”	
“You're probably used to it now,	「もう、なれてきたと思うが
but don't let your guard down.”	油断しないようにな」
“Deploy Tristoners.”	「それと、３連岩落機が使えるぞ」
“Looks like the enemy numbers 40.	「どうやら、敵は４０匹ほど
Don't let your guard down.”	いるようだ。
	油断しないようにな」
“I think you don't need my advice.	「もう、アドバイスも
The rest is up to you.”	必要ないだろう。
	たよりにしているよ」
“This is the deciding battle.	「これで、全ての決着がつく。
The enemy numbers more	敵も、いままでにない数だ」
than ever before.”	
“Let's give them	「私たちの持っているギルを
all the gil we have.”	全て渡そう」
“This is the deciding battle.	「これで、全ての決着がつく。
The enemy numbers	敵も、いままでにない数だ」
more than ever before.”	
Received " gil"!	『ギル』をもらった！
Received "40,000 gil"!	『４００００ギル』をもらった！
“Looks like there's a special Materia	「どうやら、この上に魔晄炉の中には
up in the Mako reactor.”	なにか、特別なマテリアが
	あるらしい」
“Then came the Condor,	「そこへコンドルがきたので
so Shinra dispatched the troops	神羅は、あわてて軍を送ってきた」
to get rid of it.”	
“Their plan is to get rid of	「軍の目的は、コンドルと
the Condor and the people on this	この山に住むわたしたちを排除し
mountain and to get the Materia	魔晄炉からマテリアを取り出すことだ」
from the Mako Reactor.”	
“Oh, it's you guys?	「ああ、あなたがたですか。
How are things going?”	どうです、調子は？」
“Up to now,	「これまでに回負けてしまいましたね。
you've lost  times.	あまり、負けてしまうと取り返しが
If you lose too many times,	つかないことになってしまいますよ」
you won't be able to come back.”	
CLOUD	CLOUD
“…”	「……」
We'll get some rest	そうだな休むか
Let's move on	いや、やめておこう
TIFA	TIFA
“Yeah…”	「そうね」
Let's get some rest	休みましょう
Maybe next time	今度にしましょう
CID	CID
“Yo!”	「おう」
Take a break	さっさと休んじまえ
Not right now	今はいいや
BARRET	BARRET
“Ey, let's get some rest.”	「おい、休もうぜ」
TIFA	TIFA
“Say, let's rest.	「ねえ、休みましょうよ」
Okay?”	
AERIS	AERITH
“Let's rest. Okay?”	「休も、ね？」
RED XIII	RED XIII
“We should get some rest	「休めるときに、休んでおこう」
while we can.”	
RED XIII	RED XIII
“Let's take a break	「休めるときに、休んでおこうよ」
when we can afford to.”	
YUFFIE	YUFFIE
“Come on…	「さ、やすみやすみ」
break time, break time!”	
CAIT SITH	CAIT SITH
“Now, shall we get some rest?”	「ほんな、休みましょか」
VINCENT	VINCENT
“It's probably best to	「休んでおいた方が
get some rest now.”	よさそうだな」
CID	CID
“Come on,	「ガンガン休みだ」
let's get some shut-eye.”	
