Marshes	湿地帯
That's because if the soldiers are too far away, they won't be able to follow instructions.	お、ちょうどいいのが登ってきたぞ。手始めには、ちょうどいい数だ。それじゃあいっちょ、おねがいしますか
You can only put soldiers above the horizontal line at the very bottom.	ふう、うまくいったな。しかし、神羅はかならずまたやってくる
Soldiers can be instructed by pushing [ASSIST]. So if any commands are unclear, push it.	次は、いつ攻めてくるかわからないからときどき、見てきてくれよ
Soldiers can report by pushing [OK]…	しまった！入りこんできたぞ！君たち、たのんだよ
The cursor will move to the soldier who made the report.	なんとかしのいだな。しかし、神羅はかならずまたやってくる
Press [CANCEL] and you'll hear the report without moving.	次は、いつ攻めてくるかわからないからときどき、見てきてくれよ
And you can bet Shinra will send platoons at you on a regular basis.	大丈夫か？何匹か入りこまれたな
It would be great if you could spare the time to help us…	味方は、体残ったからギル返すよ
But, if you really don't have time, would you contribute some financial assistance?	味方は、２０体残ったから４０００ギル返すよ
Hey, looks like they're getting ready to attack right now! Please, any help is appreciated…	おいおい、所持金がちょっと少なすぎないか？せめて、ギルはないとな
Whew, that was good. But, Shinra's troops will be back.	後、回負けると危ないからがんばってくれよ
Be sure and scout the area well… We don't know when they'll attack again.	やあ、調子はどうだい？今は、神羅もおとなしいようだよ
My God! They're attacking! We're counting on you.	おお、ちょうどのタイミングだ！もう、すぐそこまで来ているらしいぞ。準備してくれ
We made it through that one somehow. But, Shinra'll be back.	まだ準備ができていない
Be sure and scout the area well… We don't know when they'll attack again.	準備はできている
Are you all right? Looks like a few got through.	資金援助をする
We have  allies left, so here's  gil.	今回はまかせる
We have 20 allies left, so we'll return 4000 gil to you.	説明を聞きたい
Hey we're a little short on money… so could you at least make it  gil?	もう準備はいいかい？
Hang in there, if we lose  more times, we're in deep trouble.	まだ準備ができていない
How are things going? Seems like there's no activity at Shinra.	準備はできている
Perfect timing! They're just around the corner. Get ready.	資金援助をする
Wait	今回はまかせる
OK, ready	説明を聞きたい
Contribute gil	もう準備はいいかい？
Let them handle it	まだ準備ができていない
Hear more	準備はできている
Preparations ready?	説明を聞きたい
Wait	そうか、わかった。次は、いっしょに戦ってくれよな
OK, ready	すまない。資金が、ギルしかないんだ。君たちにおねがいするしかないのだよ
Contribute gil	現在資金はギル残っている
Let them handle it	１回の戦闘で必要な資金はだいたい３０００ギルくらいだ
Hear more	どれくらい援助してくれるんだい？
Ready?	５００ギル
Wait	１０００ギル
OK, ready	２０００ギル
Hear more	３０００ギル
I see, very well then. Maybe, we'll fight together again sometime.	５０００ギル
Sorry. We only have  gil. We have to beg for your help.	今は、やめておく
We have  gil right now.	ありがたいのだが所持金が足りないようだぞ
We need 3000 gil for each battle.	ありがとう。これで資金はギルになったよ
How much can you help?	今は、じゅうぶんだから足りなくなったら、また、おねがいするよ
500 gil	やあ、ひさしぶりだね。あれから神羅が回やってきたよ。おかげで資金がかなり減ってしまった
1000 gil	ちょっと、遅かったな。つい先ほど神羅に攻めこまれてしまったよ
2000 gil	次はもうすこし早く来てくれよな
3000 gil	どうやら事態が変わったらしい。奴らこれで終わりにする気らしい。これに負けるとやばいぞ
5000 gil	おれたちの明日は君たちにたくす。たのんだぞ
Nothing right now	……せめて彼らだけでも……
We are very grateful, but you don't have enough money.	やったぞ！すごいよ、ありがとう！これでもう神羅も来ないだろう
Thanks. This makes gil.	う、うわぁ……
That's enough money for now. If we run out, we'll ask you for more.	敵は、４タイプいる
How goes it? The Shinra troops have attacked times since you were here.	ワイバーンについて
So we're getting a little short on funds.	ビーストについて
You're just a little too late… They attacked when you weren't here.	バーバリアンについて
The situation has changed. Looks like the enemy is set to attack. If we lose here, it's over.	コマンダーについて
Our lives are in your hands. We're counting on you.	別のことを聞きたい
… Even if you could only spare them…	ワイバーンは、飛行タイプで移動速度が速い。したがって、岩落機や、３連岩落機はあまり、効果がない
YES! We did it! That was wonderful! Thank you!! I doubt Shinra will attack now.	ビーストは、獣タイプで移動速度がおそい。そのかわりに、攻撃力が高い
A, arrgghh…	バーバリアンは、人型タイプだ。間接攻撃をしてくるので、注意が必要だ
There are four types of enemies.	コマンダーは、敵の司令官だ。こいつをやっつければいいのだがとにかく手強い相手だ
Wyverns	味方には、移動できるタイプとしてファイター、アタッカー、ディフェンダーシューター、リペアラー、ワーカー、がいる
Beasts	移動できないタイプとして岩落機、３連岩落機、投石機爆弾投機、がある
Barbarians	どれについて説明しよう？
Commanders	移動できるタイプについて
Anything else?	移動できないタイプについて
Wyverns are flying types that can move at high speed. Stoner and Tristoner aren't effective against them.	別のことを聞きたい
Beasts are monster types that do not move quickly, but have explosive attacking power.	どれについて説明しよう？
Barbarians are human types. They attack from a distance, so you've got to be on your toes.	ファイターについて
Commanders are the enemy commanders. They're the ones we want to subdue, but they're formidable foes.	アタッカーについて
Your mobile allies are: Fighters, Attackers, Defenders, Shooters, Repairers and Workers.	ディフェンダーについて
Your immobile allies are: Stoner, Tristoner, Catapult, and Fire Catapult.	シューターについて
Which do you want to hear about?	リペアラーについて
Mobile types	ワーカーについて
Immobile types	別のことを聞きたい
Anything else	どれについて説明しよう？
Which do you want to hear about?	岩落機について
Fighters	３連岩落機について
Attackers	投石機について
Defenders	爆弾投機について
Shooters	別のことを聞きたい
Repairers	ファイターは、攻守にバランスがよいが得意な相手、苦手な相手もいない
Workers	アタッカーは、移動速度が速く前線を広げるのに向いている。敵ビーストにたいして強く敵バーバリアンが苦手だ
Anything else	ディフェンダーは、体力が高いが移動速度が遅い、拠点防御に向いている。敵バーバリアンにたいして強く敵ワイバーンが苦手だ
Which do you want to hear about?	シューターは、間接攻撃ができる。しかし、体力が低い。敵ワイバーンにたいして強く敵ビーストが苦手だ
Stoners	リペアラーは、味方の回復ができる。しかし、攻撃力はあまりない
Tristoners	ワーカーは、地雷を置くことができる。地雷の攻撃力は高くても自分の攻撃力は低い
Catapults	地雷は、敵がさわると爆発する爆発すると、そのまわりにいる者すべてにダメージを与える
Fire Catapult	岩落機は、岩を１つ落とすことができる落ちている間に当たった敵すべてにダメージを与えることができる
Anything else	３連岩落機は、岩を同時に３つ落とすことができる落ちている間に当たった敵すべてにダメージを与えることができる
Fighters are good at defending and attacking, but aren't especially effective or deficient for any enemy.	投石機は、石を遠くへ投げることができる落下地点にいる敵にダメージを与えられる
Attackers move extremely fast and are best for expanding the front line.	爆弾投機は、爆弾を遠くへ投げることができる爆弾の落下地点周辺の敵にダメージを与える
They work good against enemy Beasts, but not enemy Barbarians.	一度設置したものを、てっきょしても設置するために使った費用があるので設置に要したギルの半分しか返ってこないぞ
Defenders have high endurance, but move slowly. They're best suited for defense.	今回の敵は、１０匹程度だ。ビーストの数が多いようなのでアタッカーを多めに配置した方がいいかもしれないな
Defenders work best against enemy Barbarians, but not enemy Wyverns.	今回はバーバリアンが混ざっているようだ
Shooters attack from a distance, but have low endurance. Shooters work best against enemy Wyverns, but not enemy Beasts.	２０匹をこえる数がいそうだバランスよく配置しないと危ないぞ
Repairers repair allied units, but have little attacking power.	かなりの部隊が来ている３０匹くらいいるだろう
Workers set mines. Mines have strong attacking power, but Workers don't.	いろいろなルートで登ってくるだろうから気をつけないと危ないぞ
Mines explode when touched by the enemy. The explosions will damage everything in the immediate area.	それと、爆弾投機が使えるぞ
Stoners can fire a single boulder, causing extensive damage to every enemy it hits.	もう、なれてきたと思うが油断しないようにな
Tristoners can fire three boulders simultaneously, causing extensive damage to every enemy they hit.	それと、３連岩落機が使えるぞ
Catapults shoot rocks a great distance, causing extensive damage to every enemy they hit.	どうやら、敵は４０匹ほどいるようだ。油断しないようにな
Fire Catapults fire bombs a great distance, causing extensive damage to every enemy they hit.	もう、アドバイスも必要ないだろう。たよりにしているよ
You must pay for every weapon you set up. Even if you decide to move it later, you can only get back half of the gil you spent.	これで、全ての決着がつく。敵も、いままでにない数だ
You have 10 enemies. There appear to be many Beasts, so you may want to deploy more Attackers.	私たちの持っているギルを全て渡そう
The Barbarians are mixed during this attack.	これで、全ての決着がつく。敵も、いままでにない数だ
There are more than 20. Set up for a balanced-attack or we'll be in trouble.	『ギル』をもらった！
A strong unit's on their way. Looks like around 30.	『４００００ギル』をもらった！
They'll probably climb up here using various routes. Better be careful or we'll be in trouble.	どうやら、この上に魔晄炉の中にはなにか、特別なマテリアがあるらしい
And make sure to deploy Fire Catapults.	そこへコンドルがきたので神羅は、あわてて軍を送ってきた
You're probably used to it now, but don't let your guard down.	軍の目的は、コンドルとこの山に住むわたしたちを排除し魔晄炉からマテリアを取り出すことだ
Deploy Tristoners.	ああ、あなたがたですか。どうです、調子は？
Looks like the enemy numbers 40. Don't let your guard down.	これまでに回負けてしまいましたね。あまり、負けてしまうと取り返しがつかないことになってしまいますよ
I think you don't need my advice. The rest is up to you.	CLOUD
This is the deciding battle. The enemy numbers more than ever before.	……
Let's give them all the gil we have.	そうだな休むか
This is the deciding battle. The enemy numbers more than ever before.	いや、やめておこう
Received " gil"!	TIFA
Received "40,000 gil"!	そうね
Looks like there's a special Materia up in the Mako reactor.	休みましょう
Then came the Condor, so Shinra dispatched the troops to get rid of it.	今度にしましょう
Their plan is to get rid of the Condor and the people on this mountain and to get the Materia from the Mako Reactor.	CID
Oh, it's you guys? How are things going?	おう
Up to now, you've lost  times. If you lose too many times, you won't be able to come back.	さっさと休んじまえ
CLOUD	今はいいや
…	BARRET
We'll get some rest	おい、休もうぜ
Let's move on	TIFA
TIFA	ねえ、休みましょうよ
Yeah…	AERITH
Let's get some rest	休も、ね？
Maybe next time	RED XIII
CID	休めるときに、休んでおこう
Yo!	RED XIII
Take a break	休めるときに、休んでおこうよ
Not right now	YUFFIE
BARRET	さ、やすみやすみ
Ey, let's get some rest.	CAIT SITH
TIFA	ほんな、休みましょか
Say, let's rest. Okay?	VINCENT
AERIS	休んでおいた方がよさそうだな
Let's rest. Okay?	CID
RED XIII	ガンガン休みだ
We should get some rest while we can.	undefined
RED XIII	undefined
Let's take a break when we can afford to.	undefined
YUFFIE	undefined
Come on… break time, break time!	undefined
CAIT SITH	undefined
Now, shall we get some rest?	undefined
VINCENT	undefined
It's probably best to get some rest now.	undefined
CID	undefined
Come on, let's get some shut-eye.	undefined
