Marshes	湿地帯
YES! We did it! That was wonderful! Thank you!! I doubt Shinra will attack now.	やったぞ！すごいよ、ありがとう！これでもう神羅も来ないだろう
A, arrgghh…	う、うわぁ……
There are four types of enemies.	敵は、４タイプいる
Wyverns	ワイバーンについて
Beasts	ビーストについて
Barbarians	バーバリアンについて
Commanders	コマンダーについて
Anything else?	別のことを聞きたい
Wyverns are flying types that can move at high speed. Stoner and Tristoner aren't effective against them.	ワイバーンは、飛行タイプで移動速度が速い。したがって、岩落機や、３連岩落機はあまり、効果がない
Beasts are monster types that do not move quickly, but have explosive attacking power.	ビーストは、獣タイプで移動速度がおそい。そのかわりに、攻撃力が高い
Barbarians are human types. They attack from a distance, so you've got to be on your toes.	バーバリアンは、人型タイプだ。間接攻撃をしてくるので、注意が必要だ
Commanders are the enemy commanders. They're the ones we want to subdue, but they're formidable foes.	コマンダーは、敵の司令官だ。こいつをやっつければいいのだがとにかく手強い相手だ
Your mobile allies are: Fighters, Attackers, Defenders, Shooters, Repairers and Workers.	味方には、移動できるタイプとしてファイター、アタッカー、ディフェンダーシューター、リペアラー、ワーカー、がいる
Your immobile allies are: Stoner, Tristoner, Catapult, and Fire Catapult.	移動できないタイプとして岩落機、３連岩落機、投石機爆弾投機、がある
Which do you want to hear about?	どれについて説明しよう？
Mobile types	移動できるタイプについて
Immobile types	移動できないタイプについて
Anything else	別のことを聞きたい
Which do you want to hear about?	どれについて説明しよう？
Fighters	ファイターについて
Attackers	アタッカーについて
Defenders	ディフェンダーについて
Shooters	シューターについて
Repairers	リペアラーについて
Workers	ワーカーについて
Anything else	別のことを聞きたい
Which do you want to hear about?	どれについて説明しよう？
Stoners	岩落機について
Tristoners	３連岩落機について
Catapults	投石機について
Fire Catapult	爆弾投機について
Anything else	別のことを聞きたい
Fighters are good at defending and attacking, but aren't especially effective or deficient for any enemy.	ファイターは、攻守にバランスがよいが得意な相手、苦手な相手もいない
Attackers move extremely fast and are best for expanding the front line.	アタッカーは、移動速度が速く 前線を広げるのに向いている。 
They work good against enemy Beasts, but not enemy Barbarians.	敵ビーストにたいして強く敵バーバリアンが苦手だ
Defenders have high endurance, but move slowly. They're best suited for defense.	ディフェンダーは、体力が高いが移動速度が遅い、拠点防御に向いている。
Defenders work best against enemy Barbarians, but not enemy Wyverns.	敵バーバリアンにたいして強く敵ワイバーンが苦手だ
Shooters attack from a distance, but have low endurance.	シューターは、間接攻撃ができる。しかし、体力が低い。
Shooters work best against enemy Wyverns, but not enemy Beasts.	敵ワイバーンにたいして強く敵ビーストが苦手だ
Repairers repair allied units, but have little attacking power.	リペアラーは、味方の回復ができる。しかし、攻撃力はあまりない
Workers set mines. Mines have strong attacking power, but Workers don't.	ワーカーは、地雷を置くことができる。地雷の攻撃力は高くても自分の攻撃力は低い
Mines explode when touched by the enemy. The explosions will damage everything in the immediate area.	地雷は、敵がさわると爆発する爆発すると、そのまわりにいる者すべてにダメージを与える
Stoners can fire a single boulder, causing extensive damage to every enemy it hits.	岩落機は、岩を１つ落とすことができる落ちている間に当たった敵すべてにダメージを与えることができる
Tristoners can fire three boulders simultaneously, causing extensive damage to every enemy they hit.	３連岩落機は、岩を同時に３つ落とすことができる落ちている間に当たった敵すべてにダメージを与えることができる
Catapults shoot rocks a great distance, causing extensive damage to every enemy they hit.	投石機は、石を遠くへ投げることができる落下地点にいる敵にダメージを与えられる
Fire Catapults fire bombs a great distance, causing extensive damage to every enemy they hit.	爆弾投機は、爆弾を遠くへ投げることができる爆弾の落下地点周辺の敵にダメージを与える
You must pay for every weapon you set up. Even if you decide to move it later, you can only get back half of the gil you spent.	一度設置したものを、てっきょしても設置するために使った費用があるので設置に要したギルの半分しか返ってこないぞ
You have 10 enemies. There appear to be many Beasts, so you may want to deploy more Attackers.	今回の敵は、１０匹程度だ。ビーストの数が多いようなのでアタッカーを多めに配置した方がいいかもしれないな
The Barbarians are mixed during this attack.	今回はバーバリアンが混ざっているようだ
There are more than 20. Set up for a balanced-attack or we'll be in trouble.	２０匹をこえる数がいそうだバランスよく配置しないと危ないぞ
A strong unit's on their way. Looks like around 30.	かなりの部隊が来ている３０匹くらいいるだろう
They'll probably climb up here using various routes. Better be careful or we'll be in trouble.	いろいろなルートで登ってくるだろうから気をつけないと危ないぞ
And make sure to deploy Fire Catapults.	それと、爆弾投機が使えるぞ
You're probably used to it now, but don't let your guard down.	もう、なれてきたと思うが油断しないようにな
Deploy Tristoners.	それと、３連岩落機が使えるぞ
Looks like the enemy numbers 40. Don't let your guard down.	どうやら、敵は４０匹ほどいるようだ。油断しないようにな
I think you don't need my advice. The rest is up to you.	もう、アドバイスも必要ないだろう。たよりにしているよ
This is the deciding battle. The enemy numbers more than ever before.	これで、全ての決着がつく。敵も、いままでにない数だ
Let's give them all the gil we have.	私たちの持っているギルを全て渡そう
This is the deciding battle. The enemy numbers more than ever before.	これで、全ての決着がつく。敵も、いままでにない数だ
Received " gil"!	『ギル』をもらった！
Received "40,000 gil"!	『４００００ギル』をもらった！
Looks like there's a special Materia up in the Mako reactor.	どうやら、この上に魔晄炉の中にはなにか、特別なマテリアがあるらしい
Then came the Condor, so Shinra dispatched the troops to get rid of it.	そこへコンドルがきたので神羅は、あわてて軍を送ってきた
Their plan is to get rid of the Condor and the people on this mountain and to get the Materia from the Mako Reactor.	軍の目的は、コンドルとこの山に住むわたしたちを排除し魔晄炉からマテリアを取り出すことだ
Oh, it's you guys? How are things going?	ああ、あなたがたですか。どうです、調子は？
Up to now, you've lost  times. If you lose too many times, you won't be able to come back.	これまでに回負けてしまいましたね。あまり、負けてしまうと取り返しがつかないことになってしまいますよ
…	……
We'll get some rest	そうだな休むか
Let's move on	いや、やめておこう
Yeah…	そうね
Let's get some rest	休みましょう
Maybe next time	今度にしましょう
Yo!	おう
Take a break	さっさと休んじまえ
Not right now	今はいいや
Ey, let's get some rest.	おい、休もうぜ
Say, let's rest. Okay?	ねえ、休みましょうよ
Let's rest. Okay?	休も、ね？
We should get some rest while we can.	休めるときに、休んでおこう
Let's take a break when we can afford to.	休めるときに、休んでおこうよ
Come on… break time, break time!	さ、やすみやすみ
Now, shall we get some rest?	ほんな、休みましょか
It's probably best to get some rest now.	休んでおいた方がよさそうだな
Come on, let's get some shut-eye.	ガンガン休みだ
